concept_id	concept_synonym_name	language_concept_id
41914941	Vila Real Primeira Seção	4181536
41914942	Vila Real Segunda Seção	4181536
41914967	Setor 19	4181536
41915024	Setor 20	4181536
41915027	Vila Santa Mônica Primeira Seção	4181536
41915028	Vila Santa Mônica Segunda Seção	4181536
41915077	Vila São Jorge Primeira Seção	4181536
41915078	Vila São Jorge Segunda Seção	4181536
41915079	Vila São Jorge Terceira Seção	4181536
41915140	Vila Suzana Primeira Seção	4181536
41915141	Vila Suzana Segunda Seção	4181536
41915175	Vila Ventosa Primeira Seção	4181536
41915176	Vila Ventosa Segunda Seção	4181536
41915177	Vila Vera Cruz Primeira Seção	4181536
41915178	Vila Vera Cruz Segunda Seção	4181536
41915179	Vila Vera Cruz Terceira Seção	4181536
41915180	Vila Vera Cruz Quarta Seção	4181536
41915220	Rio Branco	4181536
41915240	Vista Alegre Primeira Seção	4181536
41915241	Vista Alegre Segunda Seção	4181536
41915323	Comércio Local Norte 208	4181536
41915360	Setor Comercial Local Residencial Norte 707	4181536
41915361	Setor Comercial Local Residencial Norte 708	4181536
41915362	Setor Habitacional de Casas Geminadas Norte 707	4181536
41915363	Setor Habitacional de Casas Geminadas Norte 708	4181536
41915365	Loteamento Vento Minuano	4181536
41915366	Loteamento Vila Mantelli	4181536
41915379	Laval (13)	4180190
41915389	Montréal (06)	4180190
41915391	巴里加斯	4182948
41915412	City of Barrie	4180186
41915413	香港 Hong Kong	4182948
41915413	香港特別行政區 Hong Kong Special Administrative Region	4182948
41915414	澳門 Macau	4182948
41915414	澳門特別行政區	4182948
41915421	City of Belleville	4180186
41915423	County of Bruce	4180186
41915427	安徽省	4182948
41915432	County of Brant	4180186
41915433	City of Brantford	4180186
41915445	City of Brockville	4180186
41915450	北京市	4182948
41915451	重庆市	4182948
41915473	福建省	4182948
41915484	甘肃省	4182948
41915491	Municipality of Chatham-Kent	4180186
41915504	Regional Municipality of Durham	4180186
41915507	County of Frontenac	4180186
41915508	广东省	4182948
41915521	City of Cornwall	4180186
41915526	County of Elgin	4180186
41915533	County of Grey	4180186
41915534	City of Guelph	4180186
41915543	广西壮族自治区	4182948
41915544	贵州省	4182948
41915547	County of Essex	4180186
41915553	County of Dufferin	4180186
41915560	海南省	4182948
41915561	Town of Gananoque	4180186
41915562	河北省	4182948
41915565	County of Haliburton	4180186
41915567	Regional Municipality of Halton	4180186
41915568	City of Hamilton	4180186
41915569	County of Hastings	4180186
41915571	黑龙江省	4182948
41915573	County of Huron	4180186
41915578	ᑲᑎᕕᒃ Kativik	4180190
41915579	City of Kawartha Lakes	4180186
41915585	City of Kingston	4180186
41915597	河南省	4182948
41915598	湖北省	4182948
41915605	Regional Municipality of Peel	4180186
41915607	County of Lambton	4180186
41915612	湖南省	4182948
41915614	County of Lanark	4180186
41915620	内蒙古自治区	4182948
41915630	United Counties of Leeds and Grenville	4180186
41915635	Township of Pelee	4180186
41915636	江苏省	4182948
41915637	江西省	4182948
41915641	County of Lennox and Addington	4180186
41915643	吉林省	4182948
41915644	辽宁省	4182948
41915655	宁夏回族自治区	4182948
41915656	青海省	4182948
41915658	陕西省	4182948
41915659	山东省	4182948
41915665	上海市	4182948
41915666	山西省	4182948
41915673	City of London	4180186
41915674	四川省	4182948
41915675	天津市	4182948
41915699	County of Middlesex	4180186
41915711	Territorial District of Muskoka	4180186
41915712	Regional Municipality of Niagara	4180186
41915724	County of Northumberland	4180186
41915733	Territorial District of Parry Sound	4180186
41915752	City of Orillia	4180186
41915753	City of Ottawa	4180186
41915754	County of Oxford	4180186
41915759	City of Pembroke	4180186
41915760	City of Peterborough	4180186
41915761	County of Peterborough	4180186
41915763	西藏自治区	4182948
41915764	新疆维吾尔自治区	4182948
41915765	County of Perth	4180186
41915771	云南省	4182948
41915777	County of Prince Edward	4180186
41915778	浙江省	4182948
41915779	阿克苏地区	4182948
41915781	Town of Prescott	4180186
41915782	United Counties of Prescott and Russell	4180186
41915793	City of Quinte West	4180186
41915808	County of Renfrew	4180186
41915822	Алшаа 阿拉善盟	4182948
41915826	安康市 / Ankang	4182948
41915829	安庆市 / Anqing	4182948
41915830	鞍山市 / Anshan	4182948
41915834	安顺市 Anshun	4182948
41915836	County of Simcoe	4180186
41915838	安阳市	4182948
41915845	阿拉尔市 ئارال	4182948
41915846	Town of Smiths Falls	4180186
41915848	Nanoose First Nation	4180186
41915849	白城市 / Baicheng	4182948
41915854	百色市 / Baise	4182948
41915855	白山市	4182948
41915856	白银市	4182948
41915862	保定市	4182948
41915864	宝鸡市 / Baoji	4182948
41915865	保山市 (Baoshan)	4182948
41915869	City of Stratford	4180186
41915872	City of St. Thomas	4180186
41915878	Баяннуур 包头市	4182948
41915882	Town of St. Marys	4180186
41915884	United Counties of Stormont, Dundas and Glengarry	4180186
41915904	Баяннуур 巴彦淖尔市	4182948
41915912	City of Toronto	4180186
41915916	巴音郭楞蒙古自治州	4182948
41915917	巴中市 / Bazhong	4182948
41915924	北海市	4182948
41915933	蚌埠市 / Bengbu	4182948
41915934	本溪市 / Benxi	4182948
41915945	毕节市	4182948
41915967	滨州市	4182948
41915968	Борталын 博尔塔拉蒙古自治州	4182948
41915969	亳州市 / Bozhou	4182948
41915981	沧州市	4182948
41915982	ཆབ་མདོ་ས་ཁུལ། / 昌都市 / Chamdo	4182948
41916002	长春市 / Changchun	4182948
41916039	常德市	4182948
41916043	昌吉回族自治州	4182948
41916047	Agglomération de Montréal	4180190
41916059	City of Windsor	4180186
41916061	长沙市 / Changsha	4182948
41916062	长治市 / Changzhi	4182948
41916065	常州市 / Changzhou	4182948
41916067	Regional Municipality of Waterloo	4180186
41916073	County of Wellington	4180186
41916076	朝阳市 / Chaoyang	4182948
41916077	潮州市	4182948
41916081	Regional Municipality of York	4180186
41916087	承德市 (Chengde)	4182948
41916088	成都市	4182948
41916090	郴州市 (Chenzhou)	4182948
41916092	Улаанхад 赤峰市	4182948
41916093	池州市 / Chizhou	4182948
41916098	崇左市 / Chongzuo	4182948
41916099	楚雄州 (Chuxiong)	4182948
41916100	Township of Addington Highlands	4180186
41916112	滁州市 / Chuzhou	4182948
41916113	路環 Coloane	4182948
41916114	大理州 (Dali)	4182948
41916116	大连市 / Dalian	4182948
41916123	儋州市 / Danzhou	4182948
41916124	大庆市	4182948
41916125	大同市 / Datong	4182948
41916130	大兴安岭地区 / Da Hinggan Ling	4182948
41916133	达州市 / Dazhou	4182948
41916134	德宏傣族景颇族自治州 (Dehong)	4182948
41916146	迪庆藏族自治州 (Dêqên)	4182948
41916147	德阳市 / Deyang	4182948
41916160	德州市	4182948
41916161	定西市	4182948
41916164	Township of Amaranth	4180186
41916176	东莞市	4182948
41916179	东营市	4182948
41916189	L'Île-d'Anticosti	4180190
41916197	恩施土家族苗族自治州	4182948
41916198	鄂州市 / Ezhou	4182948
41916202	防城港市 / Fangchenggang	4182948
41916208	佛山市	4182948
41916209	抚顺市 / Fushun	4182948
41916226	阜新市 / Fuxin	4182948
41916251	阜阳市	4182948
41916252	福州市 / Fuzhou	4182948
41916257	抚州市 / Fuzhou	4182948
41916258	甘南藏族自治州	4182948
41916262	赣州市 / Ganzhou	4182948
41916267	དཀར་མཛེས 甘孜藏族自治州	4182948
41916268	མགོ་ལོག་བོད་རིགས་རང་སྐྱོང་ཁུལ་ 果洛藏族自治州	4182948
41916272	广安市 / Guang'an	4182948
41916273	广元市 / Guangyuan	4182948
41916274	广州市	4182948
41916278	贵港市 / Guigang	4182948
41916280	桂林市	4182948
41916281	贵阳市 / Guiyang	4182948
41916286	固原市 ﻗُﻮْﻳُﻮًا شِ‬	4182948
41916287	海北藏族自治州	4182948
41916302	ཙོང་ཁ་མཁར་ 海东市	4182948
41916303	海口市 - Haikou	4182948
41916306	མཚོ་ལྷོ་བོད་རིགས་རང་སྐྱོང་ཁུལ 海南藏族自治州	4182948
41916307	མཚོ་ནུབ་སོག་རིགས་ཆ་བོད་རིགས་རང་སྐྱོང་ཁུལ་ 海西蒙古族藏族自治州	4182948
41916311	哈密市	4182948
41916323	邯郸市	4182948
41916324	杭州市 Hangzhou	4182948
41916328	汉中市 / Hanzhong	4182948
41916344	哈尔滨市 / Harbin	4182948
41916345	鹤壁市 / Hebi	4182948
41916348	河池市 / Hechi	4182948
41916363	合肥市	4182948
41916364	鹤岗市 / Hegang	4182948
41916365	黑河市	4182948
41916375	衡水市	4182948
41916380	衡阳市 / Hengyang	4182948
41916381	河源市	4182948
41916382	菏泽市	4182948
41916386	Mont-Royal	4180190
41916417	贺州市 / Hezhou	4182948
41916421	Хянган 兴安盟	4182948
41916422	Хөх 呼和浩特市	4182948
41916428	红河州 (Honghe)	4182948
41916432	和田地区	4182948
41916433	淮安市 / Huai'an	4182948
41916434	黄石市	4182948
41916440	惠州市	4182948
41916445	葫芦岛市 / Huludao	4182948
41916446	Хөлөнбуйр / 呼伦贝尔市 / Hulunbuir	4182948
41916447	湖州市 (Huzhou)	4182948
41916456	佳木斯市 / Jiamusi	4182948
41916457	吉安市 (Ji'an)	4182948
41916467	江门市 / Jiangmen	4182948
41916479	临沧市 (Lincang)	4182948
41916493	临汾市 Linfen	4182948
41916494	临夏回族自治州 لٍشِا خُوِذُو ذِجِجِوْ‎	4182948
41916495	临沂市	4182948
41916499	丽水市	4182948
41916500	六盘水市 Liupanshui	4182948
41916519	柳州市 / Liuzhou	4182948
41916520	陇南市	4182948
41916524	龙岩市	4182948
41916525	娄底市	4182948
41916526	六安市 / Lu'an	4182948
41916527	吕梁市 (Lüliang)	4182948
41916533	南充市 / Nanchong	4182948
41916538	南京市	4182948
41916540	南宁市 / Nanning	4182948
41916543	南平市 Nanping	4182948
41916550	南通市 / Nantong	4182948
41916551	南阳市 / Nanyang	4182948
41916564	内江市 / Neijiang	4182948
41916568	མངའ་རིས་ས་ཁུལ་ / 阿里地区 / Ngari	4182948
41916570	རྔ་བ་བོད་རིགས་ཆ་བ༹ང་རིགས་རང་སྐྱོང་ཁུལ་ 阿坝藏族羌族自治州	4182948
41916571	宁波市 / Ningbo	4182948
41916572	宁德市	4182948
41916573	怒江傈僳族自治州 (Nujiang)	4182948
41916576	ཉིང་ཁྲི་གྲོང་ཁྱེར། / 林芝市 / Nyingchi	4182948
41916581	Ордос / 鄂尔多斯市 / Ordos	4182948
41916582	盘锦市 / Panjin	4182948
41916583	攀枝花市	4182948
41916584	平顶山市 / Pingdingshan	4182948
41916587	平凉市	4182948
41916588	萍乡市 Pingxiang	4182948
41916592	普洱市 (Pu'er)	4182948
41916597	莆田市 / Putian	4182948
41916603	濮阳市	4182948
41916609	黔东南苗族侗族自治州	4182948
41916610	黔南 Qiannan	4182948
41916611	黔西南布依族苗族自治州 Qianxinan	4182948
41916615	青岛市	4182948
41916627	庆阳市	4182948
41916647	清远市 (Qingyuan)	4182948
41916655	秦皇岛 / Qinhuangdao	4182948
41916656	钦州市 / Qinzhou	4182948
41916672	齐齐哈尔市 / Qiqihar	4182948
41916673	七台河 / Qitaihe	4182948
41916674	泉州市	4182948
41916677	曲靖市	4182948
41916678	衢州市 / Quzhou	4182948
41916679	日照市	4182948
41916685	三门峡 / Sanmenxia	4182948
41916686	三明市 (Sanming)	4182948
41916690	Town of Bradford West Gwillimbury	4180186
41916697	三沙市	4182948
41916707	三亚市 / Sanya	4182948
41916714	Montréal	4180190
41916716	商洛市 Shangluo	4182948
41916717	商丘市 / Shangqiu	4182948
41916718	上饶市 / Shangrao	4182948
41916719	ལྷོ་ཁ་ས་ཁུལ། / 山南市 / Shannan	4182948
41916724	汕头市	4182948
41916725	汕尾市	4182948
41916726	韶关市 (Shaoguan)	4182948
41916729	绍兴市 / Shaoxing	4182948
41916730	邵阳市 / Shaoyang	4182948
41916734	沈阳市 / Shenyang	4182948
41916735	深圳市	4182948
41916738	གཞིས་ཀ་རྩེ་ས་ཁུལ་ / 日喀则市 / Shigatse	4182948
41916748	石河子市	4182948
41916749	石家庄市	4182948
41916750	十堰市 / Shiyan	4182948
41916752	铜川市 (Tongchuan)	4182948
41916753	퉁화 시 / 通化市 / Tonghua	4182948
41916754	Тонляо хот 通辽市	4182948
41916755	铜陵市 / Tongling	4182948
41916758	铜仁市	4182948
41916761	咸阳市 / Xianyang	4182948
41916762	孝感市	4182948
41916763	Шилийн Гол 锡林郭勒盟	4182948
41916764	邢台市	4182948
41916765	ཟི་ལིང་། 西宁市	4182948
41916772	新乡市 / Xinxiang	4182948
41916795	信阳市 / Xinyang	4182948
41916796	新余市 / Xinyu	4182948
41916797	忻州市 / Xinzhou	4182948
41916800	西双版纳傣族自治州 (Xishuangbanna)	4182948
41916801	宣城市 / Xuancheng	4182948
41916802	延边朝鲜族自治州	4182948
41916814	盐城市 / Yancheng	4182948
41916815	阳江市 / Yangjiang	4182948
41916816	阳泉市 / Yangquan	4182948
41916825	扬州市 / Yangzhou	4182948
41916841	烟台市	4182948
41916868	宜宾市 / Yibin	4182948
41916869	宜昌市 (Yichang)	4182948
41916870	宜春市 / Yichun	4182948
41916871	伊春市 / Yichun	4182948
41916882	银川市	4182948
41916894	营口市 / Yingkou	4182948
41916905	鹰潭市 / Yingtan	4182948
41916906	益阳市 Yiyang	4182948
41916917	永州市 / Yongzhou	4182948
41916918	岳阳市	4182948
41916919	榆林市 (Yulin)	4182948
41916921	玉林市 Yulin	4182948
41916922	运城市	4182948
41916923	云浮市 / Yunfu	4182948
41916926	ཡུས་ཧྲུའ 玉树藏族自治州	4182948
41916927	玉溪市 (Yuxi)	4182948
41916928	枣庄市	4182948
41916931	张家界市 / Zhangjiajie	4182948
41916932	张家口市	4182948
41916933	张掖市	4182948
41916934	漳州市 / Zhangzhou	4182948
41916939	湛江市 / Zhanjiang	4182948
41916940	肇庆市 / Zhaoqing	4182948
41916941	昭通市	4182948
41916954	郑州市 / Zhengzhou	4182948
41916963	镇江市 / Zhenjiang	4182948
41916964	中山市	4182948
41916968	中卫市	4182948
41916969	周口市 / Zhoukou	4182948
41916970	舟山市	4182948
41916971	珠海市	4182948
41916974	驻马店市 / Zhumadian	4182948
41916975	株洲市 / Zhuzhou	4182948
41916976	淄博市	4182948
41916977	自贡市 / Zigong	4182948
41916981	资阳市 / Ziyang	4182948
41916982	遵义市 / Zunyi	4182948
41916983	阿巴嘎旗	4182948
41916984	阿城区 (Acheng)	4182948
41916988	爱辉区 (Aihui)	4182948
41917295	Township of East Garafraxa	4180186
41917298	City of Duncan	4180186
41917349	Town of East Gwillimbury	4180186
