concept_id,concept_synonym_name,language_concept_id
4040779,Millimeters of copper (qualifier value),4180186
4040779,Millimetres of copper,4180186
4040780,Millimetres of lead,4180186
4040780,Millimeters of lead (qualifier value),4180186
4040780,Millimeters of lead,4180186
4041297,Minutes/week (qualifier value),4180186
4041297,Minutes/week,4180186
4041297,minutes/week,4180186
4041298,Ounce/week,4180186
4041298,Ounce/week (qualifier value),4180186
4041299,bags/week (qualifier value),4180186
4041831,degrees/second (qualifier value),4180186
4041833,W/cm2,4180186
4041833,watt/centimetre squared,4180186
4041833,Watt/square centimetre,4180186
4041833,Watt/square centimeter,4180186
4041833,watt/centimeter squared,4180186
4041833,Watt/square centimeter (qualifier value),4180186
4041834,pps - pulses per second,4180186
4041834,pulses/second (qualifier value),4180186
4041837,times/year (qualifier value),4180186
4041838,hours/day (qualifier value),4180186
4041838,hours per day,4180186
4041839,% proof,4180186
4041839,Percentage proof (qualifier value),4180186
4041839,percent proof,4180186
4044562,Gigahertz (qualifier value),4180186
4044562,Gigahertz (GHz),4180186
4044562,gigahertz,4180186
4044562,Gigahertz,4180186
4044564,milliwatt,4180186
4044564,Milliwatt (qualifier value),4180186
4044564,Milliwatt,4180186
4044566,days/week (qualifier value),4180186
4044566,days per week,4180186
4044567,days/month (qualifier value),4180186
4044567,days per month,4180186
4044568,days/year (qualifier value),4180186
4044570,Gram/week,4180186
4044570,Gram/week (qualifier value),4180186
4044572,International unit/kilogram body weight,4180186
4044572,International unit/kilogram body weight (qualifier value),4180186
4044574,Ounce/month (qualifier value),4180186
4044574,Ounce/month,4180186
4045113,Milliequivalents/kg body weight,4180186
4045113,Milliequivalents/kilogram body weight (qualifier value),4180186
4045113,Milliequivalents/kilogram body weight,4180186
4045113,milliequivalents/kg body weight,4180186
4045114,Retinol equivalents (qualifier value),4180186
4045115,7g protein exchanges/day (qualifier value),4180186
4045116,6g protein exchanges/meal (qualifier value),4180186
4045117,7g protein exchanges/meal (qualifier value),4180186
4045118,10g carbohydrate exchanges/in-between meal snack (qualifier value),4180186
4045119,Unit of dietary potassium exchange (qualifier value),4180186
4045120,Kilocalorie/milliliter,4180186
4045120,kilocalorie/millilitre,4180186
4045120,Kilocalorie/milliliter (qualifier value),4180186
4045121,Megajoule/hour,4180186
4045121,Megajoule/hour (qualifier value),4180186
4045121,megajoule/hour,4180186
4045122,Kilocalorie/kilogram body weight (qualifier value),4180186
4045122,Kilocalorie/kilogram body weight,4180186
4045123,international units per feed (qualifier value),4180186
4045123,international units per feed,4180186
4045123,international units/feed,4180186
4045123,international unit/feed,4180186
4045124,milligram/feed,4180186
4045124,Milligram/feed,4180186
4045124,Milligram/feed (qualifier value),4180186
4045125,Milligram/kilogram body weight,4180186
4045125,Milligram/kilogram body weight (qualifier value),4180186
4045125,milligram/kg body weight,4180186
4045126,pints per day,4180186
4045126,pints/day (qualifier value),4180186
4045127,bottles/day (qualifier value),4180186
4045128,glasses/day (qualifier value),4180186
4045129,tablespoons/day (qualifier value),4180186
4045130,teaspoons/meal (qualifier value),4180186
4045131,Alcohol units (qualifier value),4180186
4045132,alcohol units/week (qualifier value),4180186
4045132,Alcohol units per week,4180186
4045133,Non-standard dietary quantity per unit time (qualifier value),4180186
4045134,scoops/24h (qualifier value),4180186
4045135,Small pots/day (qualifier value),4180186
4045136,UPW - unit/week,4180186
4045136,Unit/week,4180186
4045136,Unit/week (qualifier value),4180186
4045136,unit/week,4180186
4045137,Non-standard dietary quantity per meal (qualifier value),4180186
4045281,Unit of radiotherapy (qualifier value),4180186
4045282,megavolt,4180186
4045282,MV - Megavolt,4180186
4045282,MV (qualifier value),4180186
4045283,mega electronvolt,4180186
4045283,mega electronvolt (qualifier value),4180186
4045284,R/minute,4180186
4045284,roentgen/minute (qualifier value),4180186
4045285,microgray/hour,4180186
4045285,Microgray/hour (qualifier value),4180186
4045285,Microgray/hour,4180186
4047133,Megahertz (MHz),4180186
4047133,Megahertz (qualifier value),4180186
4047133,megahertz,4180186
4047133,Megahertz,4180186
4047135,kilohertz,4180186
4047135,Kilohertz (qualifier value),4180186
4047135,Kilohertz,4180186
4047139,times/month (qualifier value),4180186
4047141,hours/week (qualifier value),4180186
4047141,hours per week,4180186
4047142,Gram/month (qualifier value),4180186
4047142,Gram/month,4180186
4048709,Kapingas (ethnic group),4180186
4050100,Aleuts (ethnic group),4180186
4051279,Race: West indian (ethnic group),4180186
4053167,Polynesians (ethnic group),4180186
4053172,Melanesians (ethnic group),4180186
4053816,Tamils (ethnic group),4180186
4057568,Black African (ethnic group),4180186
4063377,Norwegians (ethnic group),4180186
4065367,Hawaiians (ethnic group),4180186
4068834,Javanese (ethnic group),4180186
4069284,Lacandon (ethnic group),4180186
4071025,Madagascans (ethnic group),4180186
4073535,Papuans (ethnic group),4180186
4074191,weeks/month (qualifier value),4180186
4074191,weeks per month,4180186
4074192,pounds (sterling) per month (qualifier value),4180186
4074193,pounds (sterling) per week (qualifier value),4180186
4074613,pounds (sterling) per day (qualifier value),4180186
4075818,pounds (sterling) per annum (qualifier value),4180186
4076626,weeks/year (qualifier value),4180186
4076627,pounds (sterling) per hour (qualifier value),4180186
4076901,Black Arab (ethnic group),4180186
4077358,Black Iranian (ethnic group),4180186
4077735,Saipanese (ethnic group),4180186
4078122,Black North African (ethnic group),4180186
4078123,Black East African Asian (ethnic group),4180186
4078124,Black Indo-Caribbean (ethnic group),4180186
4078979,Platelets/liter,4180186
4078979,platelets/litre,4180186
4078979,Platelets/liter (qualifier value),4180186
4079131,dyne/s/cm5 (qualifier value),4180186
4079132,gram metre,4180186
4079132,Gram.meter (qualifier value),4180186
4079132,gram meter,4180186
4079132,Gram.metre,4180186
4079132,Gram.meter,4180186
4079451,Millilitre/beat,4180186
4079451,Milliliter/beat,4180186
4079451,Milliliter/beat (qualifier value),4180186
4080869,Ampere (qualifier value),4180186
4080869,ampere,4180186
4080869,amps,4180186
4080869,Ampere,4180186
4081192,Percentage of total failed (qualifier value),4180186
4081192,% of total failed,4180186
4081192,percent of total failed,4180186
4081677,newton (qualifier value),4180186
4082174,gm-m/m2,4180186
4082174,Gram-meter/square meter,4180186
4082174,Gram-meter per metre squared,4180186
4082174,Gram metre per metre squared,4180186
4082174,Gram metre per square metre,4180186
4082174,Gram-meter per meter squared,4180186
4082174,Gram-meter/square metre,4180186
4082174,Gram-meter/square meter (qualifier value),4180186
4082174,Gram meter per square meter,4180186
4082174,Gram meter per meter squared,4180186
4082175,Milliliter/beat/square meter (qualifier value),4180186
4082175,Millilitre/beat/square meter,4180186
4082175,Milliliter/beat/square meter,4180186
4082175,Millilitre/beat/square metre,4180186
4082924,square metre,4180186
4082924,m2,4180186
4082924,Square meter,4180186
4082924,square meters,4180186
4082924,square metres,4180186
4082924,Square meter (qualifier value),4180186
4083974,Counts per second (qualifier value),4180186
4083974,Counts per second,4180186
4083976,Non-International System of Units unit of volume (qualifier value),4180186
4083976,Non-International System of Units unit of volume,4180186
4083977,Mole/minute (qualifier value),4180186
4083977,Mole/minute,4180186
4083978,Non-International System of Units unit of frequency,4180186
4083978,Non-International System of Units unit of frequency (qualifier value),4180186
4083979,yard/second,4180186
4083979,Yard/second,4180186
4083979,Yard/second (qualifier value),4180186
4084119,Moles per unit time (qualifier value),4180186
4084121,Unit of viscosity (qualifier value),4180186
4084447,Unit of platelet analysis (qualifier value),4180186
4084448,Unit of blood corpuscle analysis (qualifier value),4180186
4084449,Unit of protein analysis (qualifier value),4180186
4084450,Kilointernational unit per unit volume,4180186
4084450,kilointernational units per unit volume,4180186
4084450,Kilointernational unit per unit volume (qualifier value),4180186
4084452,Unit of hormone and enzyme activity (qualifier value),4180186
4084453,osmoles per unit mass (qualifier value),4180186
4084454,equivalents per unit volume (qualifier value),4180186
4084455,%w/v,4180186
4084455,Weight/volume ratio (qualifier value),4180186
4084455,Weight/volume ratio,4180186
4084456,Volume/volume ratio,4180186
4084456,Volume/volume ratio (qualifier value),4180186
4084456,%v/v,4180186
4084457,International System of Units-derived unit of area,4180186
4084457,International System of Units-derived unit of area (qualifier value),4180186
4084458,Non-International System of Units unit of area (qualifier value),4180186
4084458,Non-International System of Units unit of area,4180186
4084459,yd2,4180186
4084459,Square yard,4180186
4084459,Square yard (qualifier value),4180186
4084460,Unit of physiological rate (qualifier value),4180186
4084461,Volume per unit time per unit area (qualifier value),4180186
4084578,International System of Units units of energy per unit time,4180186
4084578,International System of Units units of energy per unit time (qualifier value),4180186
4084579,Calories per unit time (qualifier value),4180186
4084580,international unit/0.1mL,4180186
4084580,International unit/0.1milliliter (qualifier value),4180186
4084580,International unit/0.1milliliter,4180186
4084580,International unit/0.1millilitre,4180186
4084584,Unit of antibody assay (qualifier value),4180186
4084593,Unit of currency (qualifier value),4180186
4084618,pence (qualifier value),4180186
4085095,Unit of angular velocity (qualifier value),4180186
4085322,Oceanian (ethnic group),4180186
4085483,Black Indian sub-continent (ethnic group),4180186
4085489,Niuean (ethnic group),4180186
4086062,British thermal unit/hour (qualifier value),4180186
4086062,British thermal unit/hour,4180186
4086063,Unit of acceleration (qualifier value),4180186
4086539,Millicurie,4180186
4086539,Millicurie (qualifier value),4180186
4086539,millicurie,4180186
4086540,Picoliter,4180186
4086540,Picolitre,4180186
4086540,Picoliter (qualifier value),4180186
4086541,fluid ounce (qualifier value),4180186
4086541,fluid ounce,4180186
4086542,cubic foot (qualifier value),4180186
4086542,cubic foot,4180186
4086543,Mole/hour (qualifier value),4180186
4086543,Mole/hour,4180186
4086544,Gram/hour,4180186
4086544,g/hr,4180186
4086544,Gram/hour (qualifier value),4180186
4086544,gm/hr,4180186
4086545,Mole/hour/milliliter (qualifier value),4180186
4086545,mole/hour/millilitre,4180186
4086545,Mole/hour/milliliter,4180186
4086546,International System of Units-derived unit of linear velocity,4180186
4086546,International System of Units (SI)-derived unit of linear velocity,4180186
4086546,International System of Units-derived unit of linear velocity (qualifier value),4180186
4086547,Becquerel (qualifier value),4180186
4086547,Becquerel,4180186
4086566,Unit of radiation dose rate (qualifier value),4180186
4086567,Millisievert (qualifier value),4180186
4086567,Millisievert,4180186
4086567,millisievert,4180186
4086568,lx,4180186
4086568,lux (qualifier value),4180186
4086570,International System of Units-derived unit of catalytic concentration,4180186
4086570,International System of Units-derived unit of catalytic concentration (qualifier value),4180186
4086571,Non-International System of Units unit of force (qualifier value),4180186
4086571,Non-International System of Units unit of force,4180186
4086691,Unit of biological and biochemical measurement (qualifier value),4180186
4086702,Unit of dry weight tissue analysis (qualifier value),4180186
4086703,Unit of microbial assay (qualifier value),4180186
4086704,Unit of blood analysis (qualifier value),4180186
4086705,Unit of erythrocyte analysis (qualifier value),4180186
4086706,Unit of semen analysis (qualifier value),4180186
4086707,International units per unit volume,4180186
4086707,international units per unit volume,4180186
4086707,International units (IU) per unit volume,4180186
4086707,International units per unit volume (qualifier value),4180186
4086708,International units (IU) per unit time,4180186
4086708,International units per unit time (qualifier value),4180186
4086708,International units per unit time,4180186
4086711,Volume per unit volume (qualifier value),4180186
4086712,Denominators of time (qualifier value),4180186
4086715,Units per unit volume (qualifier value),4180186
4086716,osmoles per unit volume (qualifier value),4180186
4086717,Square inch (qualifier value),4180186
4086717,in2,4180186
4086717,Square inch,4180186
4086718,kilowatt,4180186
4086718,Kilowatt,4180186
4086718,Kilowatt (qualifier value),4180186
4086719,Unit of whole blood analysis (qualifier value),4180186
4086720,Moles per unit time per unit mass (qualifier value),4180186
4086722,Unit of cardiothoracic assessment (qualifier value),4180186
4086728,Dye units of enzyme or hormone activity (qualifier value),4180186
4086863,Parts per billion (qualifier value),4180186
4086863,parts per billion,4180186
4086863,Parts per billion,4180186
4086864,Unit of radioactivity (qualifier value),4180186
4086865,cubic yard (qualifier value),4180186
4086865,yard,4180186
4086865,cubic yard,4180186
4086866,Gram/minute (qualifier value),4180186
4086866,Gram/minute,4180186
4086867,Non-International System of Units unit of linear velocity (qualifier value),4180186
4086867,Non-International System of Units unit of linear velocity,4180186
4086868,Inch/second (qualifier value),4180186
4086868,Inch/second,4180186
4086868,inch/second,4180186
4086869,Non-International System of Units unit of radionuclide source activity,4180186
4086869,Non-International System of Units unit of radionuclide source activity (qualifier value),4180186
4086891,Unit of electrical potential difference (qualifier value),4180186
4086892,Unit of electrical current (qualifier value),4180186
4086893,Unit of electrical resistance (qualifier value),4180186
4086894,Sievert (qualifier value),4180186
4086894,Sievert,4180186
4087018,radiation dose equivalent,4180186
4087018,Radiation equivalent man,4180186
4087018,Radiation equivalent man (qualifier value),4180186
4087018,Radiation dose equivalent,4180186
4087018,radiation equivalent man,4180186
4087019,Unit of photometry and optics (qualifier value),4180186
4087020,candela (qualifier value),4180186
4087020,cd,4180186
4087021,Unit of linear velocity (qualifier value),4180186
4087022,Molarity,4180186
4087022,moles per unit volume (qualifier value),4180186
4087024,moles per unit mass (qualifier value),4180186
4087025,Mass per unit mass (qualifier value),4180186
4087026,International System of Units unit of enzyme catalysis (qualifier value),4180186
4087026,International System of Units unit of enzyme catalysis,4180186
4087027,International System of Units units of mass per unit time,4180186
4087027,International System of Units units of mass per unit time (qualifier value),4180186
4087028,International System of Units unit of pressure (qualifier value),4180186
4087028,International System of Units unit of pressure,4180186
4087029,Non-International System of Units unit of pressure (qualifier value),4180186
4087029,Non-International System of Units unit of pressure,4180186
4087031,Unit of force (qualifier value),4180186
4087032,angstrom (qualifier value),4180186
4087032,angstroms,4180186
4087037,Unit of blood globulin analysis (qualifier value),4180186
4087322,Mongol (ethnic group),4180186
4087917,Black Caribbean (ethnic group),4180186
4087926,New Zealand ethnic groups (ethnic group),4180186
4087928,Cook Island MÄori (ethnic group),4180186
4087928,Cook Island Maori,4180186
4087930,South East Asian (ethnic group),4180186
4087931,Other Asian (ethnic group),4180186
4087932,New Zealand ethnic group NOS (ethnic group),4180186
4090368,Estonians (ethnic group),4180186
4090388,White - ethnic group (ethnic group),4180186
4090388,White,4180186
4090389,Black British (ethnic group),4180186
4090521,New Zealand European (ethnic group),4180186
4090521,Pakeha,4180186
4091010,"Black, other, non-mixed origin (ethnic group)",4180186
4091012,Black - other Asian (ethnic group),4180186
4091013,"Black - other, mixed (ethnic group)",4180186
4091016,Indian (East Indian) (ethnic group),4180186
4091017,Pakistani (ethnic group),4180186
4091018,Bangladeshi (ethnic group),4180186
4091022,New Zealand Maori,4180186
4091022,New Zealand MÄori (ethnic group),4180186
4091023,Tokelauan (ethnic group),4180186
4091023,Tokelau,4180186
4092681,Xavante (ethnic group),4180186
4093769,English (ethnic group),4180186
4095109,South Asian Aborigine (ethnic group),4180186
4097690,Tristan da Cunhans (ethnic group),4180186
4098866,Hututu (ethnic group),4180186
4099457,Paez (ethnic group),4180186
4100470,Iraqi (ethnic group),4180186
4100645,Ainu (ethnic group),4180186
4102303,Bhutanese (ethnic group),4180186
4102599,Poles (ethnic group),4180186
4102622,Czech (ethnic group),4180186
4103076,Easter Islanders (ethnic group),4180186
4103243,Siamese (ethnic group),4180186
4104765,Unit of white blood cell analysis (qualifier value),4180186
4104767,milliinternational unit per unit volume,4180186
4104767,milliinternational unit per unit volume (qualifier value),4180186
4104768,Microinternational units per unit volume (qualifier value),4180186
4104768,Microinternational units per unit volume,4180186
4104773,General unit of biological and biochemical measurement (qualifier value),4180186
4104774,Osmolarities (qualifier value),4180186
4104775,ft2,4180186
4104775,Square foot,4180186
4104775,Square foot (qualifier value),4180186
4104776,acre (qualifier value),4180186
4104777,International System of Units unit of power (qualifier value),4180186
4104777,International System of Units unit of power,4180186
4104778,Non-International System of Units unit of power (qualifier value),4180186
4104778,Non-International System of Units unit of power,4180186
4104779,Units per unit time (qualifier value),4180186
4104780,equivalents per unit time (qualifier value),4180186
4104781,Volume per unit time per unit mass (qualifier value),4180186
4104782,Mass per unit time per unit mass (qualifier value),4180186
4104783,Moles per unit time per unit area (qualifier value),4180186
4104784,Mass per unit time per unit area (qualifier value),4180186
4105289,Unit of periodicity (qualifier value),4180186
4105435,Unit of income and expenditure (qualifier value),4180186
4105438,Unit of proportional time (qualifier value),4180186
4105439,Unit of anthropometric measurement (qualifier value),4180186
4105563,pounds sterling (qualifier value),4180186
4106347,Unit of motion (qualifier value),4180186
4106348,International System of Units-derived unit of acceleration,4180186
4106348,International System of Units-derived unit of acceleration (qualifier value),4180186
4106349,Foot/second squared,4180186
4106349,foot/second squared,4180186
4106349,Foot/second squared (qualifier value),4180186
4106673,Non-International System of Units unit of acceleration (qualifier value),4180186
4106673,Non-International System of Units unit of acceleration,4180186
4106674,Unit of density (qualifier value),4180186
4106675,Grams per cubic centimeter (qualifier value),4180186
4106675,Grams per cubic centimetre,4180186
4106675,Grams per cubic centimeter,4180186
4106675,gram/cubic centimeter,4180186
4106675,gram/cubic centimetre,4180186
4107006,Unit of fractional measurement (qualifier value),4180186
4107007,curie,4180186
4107007,Curie,4180186
4107007,Curie (qualifier value),4180186
4107008,Microcurie,4180186
4107008,Microcurie (qualifier value),4180186
4107008,microcurie,4180186
4107009,nanocurie,4180186
4107009,Nanocurie,4180186
4107009,Nanocurie (qualifier value),4180186
4107010,Nanoliter,4180186
4107010,Nanolitre,4180186
4107010,Nanoliter (qualifier value),4180186
4107011,International System of Units (SI)-derived unit of volume,4180186
4107011,International System of Units-derived unit of volume,4180186
4107011,International System of Units-derived unit of volume (qualifier value),4180186
4107012,pt,4180186
4107012,pint (qualifier value),4180186
4107013,gallon,4180186
4107013,gallon (qualifier value),4180186
4107014,cubic inch (qualifier value),4180186
4107014,cubic inch,4180186
4107016,International System of Units unit of frequency,4180186
